region,gu,legal_code,latitude,longitude
신당동,중구,1114016200,37.5620157313143,127.014442188261
쌍림동,중구,1114014700,37.5635266097207,127.004210503561
예관동,중구,1114013500,37.5642150321271,126.998189014062
예장동,중구,1114014200,37.5552118678546,126.990086044965
오장동,중구,1114015400,37.56491061309,127.000692708562
을지로1가,중구,1114010400,37.5660118254223,126.980508795796
을지로2가,중구,1114010500,37.5658609834047,126.984004114817
을지로3가,중구,1114015500,37.5664564985184,126.992696980394
을지로4가,중구,1114015000,37.5664927576671,126.998754909258
을지로5가,중구,1114015100,37.5666080666785,127.002431326396
을지로6가,중구,1114014800,37.5677719920143,127.00663305138
을지로7가,중구,1114014900,37.5661499837088,127.009743356347
의주로1가,중구,1114016900,37.564787363998,126.968063019077
의주로2가,중구,1114017200,37.5610540320638,126.969567667479
인현동1가,중구,1114016000,37.5637139255336,126.993729503193
인현동2가,중구,1114013400,37.5642041704527,126.996124490655
입정동,중구,1114015600,37.5678115982331,126.992728541874
장교동,중구,1114010900,37.567245266154,126.986865292475
장충동1가,중구,1114014300,37.5606540803158,127.007325089464
장충동2가,중구,1114014400,37.5550176670286,127.000602078813
저동1가,중구,1114013100,37.5644126337615,126.987789395082
저동2가,중구,1114016100,37.5642218113843,126.989776983466
정동,중구,1114016700,37.5665870147751,126.973133171996
주교동,중구,1114015200,37.5682515063243,126.999357065301
주자동,중구,1114014100,37.5606394146991,126.989388129589
중림동,중구,1114017100,37.559168225382,126.966182119336
초동,중구,1114015900,37.564405798317,126.992181048279
충무로1가,중구,1114012400,37.5614350253014,126.982162451405
충무로2가,중구,1114012500,37.5620485933124,126.989609769072
충무로3가,중구,1114015800,37.5626722201462,126.991307446764
충무로4가,중구,1114013200,37.5622651534103,126.994327234401
충무로5가,중구,1114013300,37.5631302462414,126.99982795883
충정로1가,중구,1114017000,37.5665101244008,126.968270553351
태평로1가,중구,1114010300,37.5677087157563,126.977234843742
태평로2가,중구,1114011400,37.5629837198073,126.976357967863
필동1가,중구,1114013700,37.5610757328508,126.992453032787
필동2가,중구,1114013800,37.5593207097697,126.994626250771
필동3가,중구,1114013900,37.5584990846545,126.997003047238
황학동,중구,1114016500,37.5674999372117,127.021415848975
회현동1가,중구,1114012100,37.555589207029,126.981204133005
회현동2가,중구,1114012200,37.5587537703495,126.982919122029
회현동3가,중구,1114012300,37.5601522772216,126.984059661953
흥인동,중구,1114016300,37.5672917152732,127.016358403205
망우동,중랑구,1126010500,37.5955130359783,127.103962394815
면목동,중랑구,1126010100,37.5803715762429,127.087661590766
묵동,중랑구,1126010400,37.6123807746797,127.079182031593
상봉동,중랑구,1126010200,37.5967688195518,127.088754299651
신내동,중랑구,1126010600,37.6058747809885,127.09936528756
중화동,중랑구,1126010300,37.599461816745,127.077320262185
