university,region,gu,region_latitude,region_longitude,university_latitude,university_longitude,distance_km
국민대학교,돈암동,성북구,37.5962791991147,127.00991034218,37.6102919873059,126.998494142731,1.85
국민대학교,동소문동7가,성북구,37.5963292176216,127.014190641129,37.6102919873059,126.998494142731,2.08
국민대학교,성북동,성북구,37.5910466093958,127.003274531869,37.6102919873059,126.998494142731,2.18
국민대학교,길음동,성북구,37.6076658267473,127.023343590916,37.6102919873059,126.998494142731,2.21
국민대학교,동선동5가,성북구,37.5959288284835,127.016844785039,37.6102919873059,126.998494142731,2.27
국민대학교,동소문동4가,성북구,37.591759761125,127.01063893326,37.6102919873059,126.998494142731,2.32
국민대학교,동소문동6가,성북구,37.5933415527603,127.01399531696,37.6102919873059,126.998494142731,2.33
국민대학교,명륜3가,종로구,37.589565220326,126.993075159072,37.6102919873059,126.998494142731,2.35
국민대학교,성북동1가,성북구,37.5895149125503,127.003614139532,37.6102919873059,126.998494142731,2.35
국민대학교,명륜1가,종로구,37.5891076921368,126.997468304522,37.6102919873059,126.998494142731,2.36
국민대학교,동소문동1가,성북구,37.5900265113416,127.007210212424,37.6102919873059,126.998494142731,2.38
국민대학교,동선동4가,성북구,37.5952221822841,127.018633716126,37.6102919873059,126.998494142731,2.44
국민대학교,동소문동3가,성북구,37.5898604829037,127.010489205319,37.6102919873059,126.998494142731,2.51
국민대학교,동소문동2가,성북구,37.5887073911222,127.008238156364,37.6102919873059,126.998494142731,2.55
숭실대학교,상도1동,동작구,37.5032426328398,126.94974984805,37.4964289688636,126.955157917408,0.9
숭실대학교,상도동,동작구,37.4985163075705,126.939014238644,37.4964289688636,126.955157917408,1.44
숭실대학교,흑석동,동작구,37.5057750153538,126.966590753167,37.4964289688636,126.955157917408,1.45
숭실대학교,봉천동,관악구,37.4825384917268,126.952165181187,37.4964289688636,126.955157917408,1.57
숭실대학교,동작동,동작구,37.4992139256221,126.973876571542,37.4964289688636,126.955157917408,1.68
숭실대학교,본동,동작구,37.5130293559068,126.954204316851,37.4964289688636,126.955157917408,1.85
숭실대학교,노량진동,동작구,37.5107058110368,126.940393261192,37.4964289688636,126.955157917408,2.05
숭실대학교,사당동,동작구,37.4839326741508,126.973135661399,37.4964289688636,126.955157917408,2.11
숭실대학교,이촌동,용산구,37.5141954312249,126.972097769518,37.4964289688636,126.955157917408,2.48
숭실대학교,신림동,관악구,37.4894520674165,126.926185482384,37.4964289688636,126.955157917408,2.67
